-4.43333339691162	-3.03333330154419	2.91666662693024	4.43333339691162	-0.058333333581686
-9	-7	5	7.16666674613953	-0.0833333358168602
-2.83333337306976	-1.75	1.75	2.75	-0.0416666679084301
-2.83333337306976	-1.83333331346512	1.75	2.75	-0.0416666679084301
-2.75	-1.75	1.66666668653488	2.75	-0.0416666679084301
-6.5	-4.5	3.66666662693024	5.5	-0.0833333358168602
-6.5	-4.83333325386047	3.16666662693024	4.83333325386047	-0.0833333358168602
-8.83333349227905	-6.83333325386047	4.83333325386047	6.83333325386047	-0.0833333358168602
-6.66666674613953	-5	3.5	5.16666674613953	-0.0833333358168602
-9.5	-7.5	5.16666674613953	7.16666674613953	-0.0833333358168602
-9.5	-7.5	5.16666674613953	7.16666674613953	-0.0833333358168602
-7.99999976158142	-6	4.33333325386047	6.33333325386047	-0.0833333358168602
-4.66666674613953	-3.16666662693024	3.33333337306976	4.66666674613953	0.0833333358168602
-9.5	-7.5	5.16666674613953	7.16666674613953	-2.25
